customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,is_new_customer,num_services_subscribed,has_internet_and_phone,avg_monthly_spend,contract_risk_score
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,686.95,0,24-36,0,1,0,19.627142857142857,0
0356-OBMAC,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,48-60,0,6,1,101.89821428571429,0
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.1,490.65,0,12-24,0,1,0,20.443749999999998,0
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1360.25,0,60-72,0,1,0,19.432142857142857,0
4234-XTNEA,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,0-12,1,2,1,87.225,2
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,0,60-72,0,6,1,108.5264705882353,1
9282-IZGQK,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,0-12,1,3,1,85.0,2
5348-CAGXB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,0-12,0,4,1,85.14583333333333,2
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,0,60-72,0,3,1,79.82619047619048,2
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,0,24-36,0,4,1,59.25454545454546,1
8905-IAZPF,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,0,60-72,0,4,1,97.74202898550725,1
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,48-60,0,6,1,82.445,0
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,0,60-72,0,8,1,114.5625,0
2782-LFZVW,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,0,0-12,0,3,1,54.690909090909095,2
2866-IKBTM,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,0,0-12,1,1,0,19.55,2
1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,0-12,0,3,1,83.41,2
2817-NTQDO,Male,0,No,No,13,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,12-24,0,3,0,45.92307692307692,2
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,0,24-36,0,2,1,77.85882352941177,1
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,36-48,0,3,1,83.74358974358974,2
2560-PPCHE,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,0,60-72,0,6,1,103.75769230769231,1
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,0,48-60,0,6,1,105.31,1
8138-EALND,Male,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,311.6,0,12-24,0,1,0,20.773333333333333,2
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0,60-72,0,7,1,110.65138888888889,0
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,0,60-72,0,8,1,114.17222222222222,0
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,1153.25,0,48-60,0,1,0,20.96818181818182,0
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.6,514.75,0,12-24,0,2,0,22.380434782608695,0
5301-GAUUY,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,24-36,0,3,1,81.1296875,2
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0,48-60,0,5,1,68.0,1
2654-VBVPB,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0,0-12,1,1,0,19.9,2
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,0,36-48,0,5,1,71.26842105263158,1
2501-XWWTZ,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,0,0-12,0,1,1,69.09545454545454,2
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,0,0-12,1,2,1,49.3,2
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,0,48-60,0,6,1,107.7375,1
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.6,89.05,0,0-12,1,2,0,29.683333333333334,2
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,0,0-12,0,4,1,73.73571428571428,2
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,0,48-60,0,5,1,99.35169491525424,0
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0,0-12,0,4,1,63.707142857142856,2
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0,60-72,0,5,1,70.04788732394366,0
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,0,12-24,0,5,1,111.15,1
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,0,60-72,0,6,1,75.46126760563381,0
0939-YAPAF,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,24-36,0,5,1,100.78857142857143,2
0308-IVGOK,Female,0,No,No,11,No,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,0,0-12,0,3,0,38.41818181818182,1
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.25,1103.25,0,48-60,0,1,0,18.3875,0
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,0,36-48,0,4,1,58.59574468085106,0
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,0,0-12,0,4,1,63.38636363636363,1
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,48-60,0,5,1,100.25803571428571,1
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0,24-36,0,7,1,114.44285714285715,2
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,0,60-72,0,6,1,77.83032786885245,0
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,0,24-36,0,5,1,99.42258064516129,1
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,0-12,0,1,1,66.43333333333334,2
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,0,24-36,0,5,1,96.15428571428572,2
2640-LYMOV,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,38.8,0,0-12,1,1,0,19.4,2
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,233.55,1,0-12,0,1,0,19.462500000000002,2
3627-FHKBK,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,0-12,1,2,1,75.3,2
2865-TCHJW,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,0-12,1,4,1,86.55,2
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.0,19.0,0,0-12,1,1,0,19.0,2
2393-DIVAI,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.0,61.7,0,0-12,1,1,0,20.566666666666666,2
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,0-12,1,3,1,85.7,2
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,0,48-60,0,4,1,64.27788461538461,0
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,85.1,0,0-12,1,1,0,17.02,1
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,0,60-72,0,6,1,103.08472222222223,0
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,0,60-72,0,8,1,93.91619718309859,0
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,0,60-72,0,7,1,112.09791666666666,0
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.9,1174.8,0,36-48,0,2,0,25.539130434782606,1
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,0,60-72,0,7,1,86.26984126984127,0
0215-BQKGS,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,0,24-36,0,4,1,81.28666666666666,2
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,0,0-12,1,1,1,45.6,2
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,0-12,0,5,1,59.479166666666664,2
8208-EUMTE,Male,0,No,No,16,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,0,12-24,0,5,0,57.259375,0
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,0,0-12,1,4,1,59.3,2
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,0,48-60,0,4,1,90.48137254901961,1
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.4,1414.45,0,60-72,0,1,0,21.76076923076923,0
5839-SUYVZ,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,0,12-24,0,2,1,73.15625,2
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,47.7,0,0-12,1,1,0,23.85,1
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,0,60-72,0,2,1,73.625,1
2001-MCUUW,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,0,36-48,0,7,1,106.59130434782608,0
2731-GJRDG,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,0,24-36,0,7,1,112.75,1
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,0,60-72,0,7,1,84.64236111111111,0
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.9,0,36-48,0,6,1,81.18157894736842,0
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,0,48-60,0,2,1,46.21078431372549,1
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,0,60-72,0,8,1,115.36180555555555,0
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,60-72,0,6,1,104.40615384615384,2
6543-CPZMK,Male,0,Yes,Yes,9,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,0-12,0,1,0,27.66111111111111,2
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,0-12,0,5,1,73.67222222222222,2
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1357.1,0,60-72,0,1,0,20.562121212121212,0
6689-VRRTK,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,0,36-48,0,7,1,110.4625,1
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,0,48-60,0,5,1,68.36399999999999,0
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,0,12-24,0,2,1,42.093333333333334,2
6464-KEXXH,Male,0,No,No,8,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25,186.3,0,0-12,0,0,0,23.2875,2
7134-MJPDY,Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,0,60-72,0,6,1,105.70833333333333,1
5240-CAOYT,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,0,48-60,0,5,1,85.69912280701755,2
4059-IIEBK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,0,0-12,0,3,1,74.70714285714287,2
4881-JVQOD,Male,1,Yes,Yes,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,0,0-12,0,1,0,36.260000000000005,2
0516-UXRMT,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,0,60-72,0,5,1,92.83548387096775,1
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,0,36-48,0,3,1,83.89125,1
5148-HKFIR,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,406.95,0,12-24,0,1,0,20.3475,0
1009-IRMNA,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,0-12,0,1,0,19.657142857142855,2
3003-CMDUU,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,2395.7,0,24-36,0,4,1,95.82799999999999,2
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,0,12-24,0,4,1,85.5695652173913,2
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,0,60-72,0,6,1,103.325,1
2469-DTSGX,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,0,60-72,0,7,1,110.32569444444444,0
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,48-60,0,4,1,92.80102040816327,2
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,36-48,0,7,1,109.02093023255813,2
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,0,36-48,0,3,1,53.78152173913043,2
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85,6562.9,0,60-72,0,8,1,91.15138888888889,0
7665-VIGUD,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,176.3,0,0-12,0,1,0,17.630000000000003,1
9411-TPQQV,Female,0,No,No,40,No,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,0,36-48,0,4,0,55.904999999999994,1
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,60-72,0,6,1,107.47153846153846,2
7954-MLBUN,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.45,3109.9,0,24-36,0,5,1,100.31935483870969,0
2077-DDHJK,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4911.35,0,60-72,0,6,1,72.22573529411765,0
4913-EHYUI,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,48-60,0,6,1,103.47589285714285,1
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,0-12,0,3,1,85.53,2
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.4,1620.2,0,60-72,0,2,0,23.826470588235296,0
4580-TMHJU,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,36-48,0,2,1,58.12325581395349,2
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,0-12,1,3,1,89.55,2
4908-XAXAY,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,0,48-60,0,4,1,87.4938775510204,1
8404-VLQFB,Female,0,Yes,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.25,394.85,0,12-24,0,2,0,26.323333333333334,2
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,12-24,0,4,1,94.9825,2
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,0-12,1,1,1,45.7,2
2391-IPLOP,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,0,48-60,0,5,1,68.843,1
5644-PDMZC,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,0-12,1,4,1,80.75,2
3509-GWQGF,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.0,1732.6,0,12-24,0,1,1,72.19166666666666,2
9576-ANLXO,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,0-12,1,1,1,74.10000000000001,2
2024-BASKD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,0-12,1,2,1,74.6,2
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,655.3,0,24-36,0,1,0,18.72285714285714,0
1140-UKVZG,Female,0,No,No,17,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.8,475.25,0,12-24,0,2,0,27.955882352941178,2
4160-AMJTL,Female,1,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.65,164.3,1,0-12,0,1,0,20.5375,2
5183-SNMJQ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,0,0-12,0,4,1,86.51,2
8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,0,60-72,0,8,1,90.18676470588235,0
7838-LAZFO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,0,36-48,0,6,1,79.94444444444444,1
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.85,35.9,1,0-12,1,1,0,17.95,1
2085-JVGAD,Male,0,Yes,No,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.35,697.65,0,36-48,0,1,0,18.855405405405406,2
5650-VDUDS,Female,0,No,No,4,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,0-12,1,0,0,24.0125,2
8095-WANWK,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,0,0-12,0,1,1,42.87,2
3030-ZKIWL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,20.05,0,0-12,1,1,0,20.05,2
9565-FLVCG,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,0,60-72,0,5,1,68.60230769230769,0
8755-OGKNA,Female,0,Yes,Yes,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.5,1167.6,0,48-60,0,1,0,20.48421052631579,0
2800-VEQXM,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,0,0-12,1,2,1,79.36666666666666,2
7538-GWHML,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,0-12,1,1,1,72.575,2
5533-RJFTJ,Male,0,No,No,49,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,0,48-60,0,1,0,29.655102040816324,2
3859-CVCET,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,1,0-12,1,1,1,47.7625,2
0214-JHPFW,Female,0,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,0,60-72,0,5,0,57.70428571428572,0
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.85,1039.45,0,48-60,0,1,0,19.612264150943396,1
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1336.1,0,48-60,0,2,0,25.20943396226415,0
